|Material  |Material Number           |ICt|Spare|Component |BOM component                    |Item Text Line 1|Item text line 2|Quantity|Un|
|S006127776|Circuit 0066 A39YA 0.75 V/W           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S006127776|Circuit 0066 A39YA 0.75 V/W           |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S006127806|Circuit 0066 A39YA 0.75 W/O           |L  |     |AW2040E1  |LT Single Wire A39YA 0.75 W/O           |                |                |  7 165 |MM|
|S006127806|Circuit 0066 A39YA 0.75 W/O           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S006127806|Circuit 0066 A39YA 0.75 W/O           |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S006206669|Circuit 0066 A39YA 0.75 V/W           |L  |     |AW204033  |LT Single Wire A39YA 0.75 V/W           |                |                |  8 180 |MM|
|S006206669|Circuit 0066 A39YA 0.75 V/W           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S006206669|Circuit 0066 A39YA 0.75 V/W           |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S006206948|Circuit 0066 A39YA 0.75 W/O           |L  |     |AW2040E1  |LT Single Wire A39YA 0.75 W/O           |                |                |  8 180 |MM|
|S006206948|Circuit 0066 A39YA 0.75 W/O           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S006206948|Circuit 0066 A39YA 0.75 W/O           |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S006207851|Circuit 0066 A39YA 0.75 V/W           |L  |     |AW204033  |LT Single Wire A39YA 0.75 V/W           |                |                |  7 965 |MM|
|S006207851|Circuit 0066 A39YA 0.75 V/W           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S006207851|Circuit 0066 A39YA 0.75 V/W           |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S006207852|Circuit 0066 A39YA 0.75 W/O           |L  |     |AW2040E1  |LT Single Wire A39YA 0.75 W/O           |                |                |  7 965 |MM|
|S006207852|Circuit 0066 A39YA 0.75 W/O           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S006207852|Circuit 0066 A39YA 0.75 W/O           |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S006208210|Circuit 0066 A39YA 0.75 V/W           |L  |     |AW204033  |LT Single Wire A39YA 0.75 V/W           |                |                |  9 215 |MM|
|S006208210|Circuit 0066 A39YA 0.75 V/W           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S006208210|Circuit 0066 A39YA 0.75 V/W           |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S006208241|Circuit 0066 A39YA 0.75 W/O           |L  |     |AW2040E1  |LT Single Wire A39YA 0.75 W/O           |                |                |  9 215 |MM|
|S006208241|Circuit 0066 A39YA 0.75 W/O           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S006208241|Circuit 0066 A39YA 0.75 W/O           |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S006212592|Circuit 0066 A39YA 0.75 V/W           |L  |     |AW204033  |LT Single Wire A39YA 0.75 V/W           |                |                |  7 700 |MM|
|S006212592|Circuit 0066 A39YA 0.75 V/W           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S006212592|Circuit 0066 A39YA 0.75 V/W           |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S006212593|Circuit 0066 A39YA 0.75 W/O           |L  |     |AW2040E1  |LT Single Wire A39YA 0.75 W/O           |                |                |  7 700 |MM|
|S006212593|Circuit 0066 A39YA 0.75 W/O           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S006212593|Circuit 0066 A39YA 0.75 W/O           |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S006212888|Circuit 0066 A39YA 0.75 V/W           |L  |     |AW204033  |LT Single Wire A39YA 0.75 V/W           |                |                |  9 415 |MM|
|S006212888|Circuit 0066 A39YA 0.75 V/W           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S006212888|Circuit 0066 A39YA 0.75 V/W           |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S006212906|Circuit 0066 A39YA 0.75 W/O           |L  |     |AW2040E1  |LT Single Wire A39YA 0.75 W/O           |                |                |  9 415 |MM|
|S006212906|Circuit 0066 A39YA 0.75 W/O           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S006212906|Circuit 0066 A39YA 0.75 W/O           |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S006213014|Circuit 0066 A39YA 0.75 V/W           |L  |     |AW204033  |LT Single Wire A39YA 0.75 V/W           |                |                |  9 680 |MM|
|S006213014|Circuit 0066 A39YA 0.75 V/W           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S006213014|Circuit 0066 A39YA 0.75 V/W           |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S006213015|Circuit 0066 A39YA 0.75 W/O           |L  |     |AW2040E1  |LT Single Wire A39YA 0.75 W/O           |                |                |  9 680 |MM|
|S006213015|Circuit 0066 A39YA 0.75 W/O           |L  |L    |7116390502|Terminal MX 150 Female 1.5mm Sealed     |                |                |      1 |PC|
|S006213015|Circuit 0066 A39YA 0.75 W/O           |L  |R    |7114470802|Terminal MX 150 Male 1.5mm Unsealed     |                |                |      1 |PC|
|S006379170|Circuit 0022 FLRYA 0.35 W/R           |L  |     |C9706945  |LT Single Wire FLRYA 0.35 W/R           |                |                |    255 |MM|
|S006379170|Circuit 0022 FLRYA 0.35 W/R           |L  |L    |7116731002|Terminal MQS Female 0.64mm Unsealed     |                |                |      1 |PC|
|S006379170|Circuit 0022 FLRYA 0.35 W/R           |X  |     |          |                                        |KS74780150      |R               |      1 |PC|
|S006417726|Circuit 0219 FLRYA 0.35 G/V           |L  |     |C9706966  |LT Single Wire FLRYA 0.35 G/V           |                |                |    210 |MM|
|S006417726|Circuit 0219 FLRYA 0.35 G/V           |L  |L    |7114439402|Terminal GET Male 0.64mm Unsealed       |                |                |      1 |PC|
|S006417726|Circuit 0219 FLRYA 0.35 G/V           |L  |R    |7196033502|Terminal Other Female othermm Unsealed  |                |                |      1 |PC|
|S006417727|Circuit 0038 FLRYA 0.35 B             |L  |     |C9706930  |LT Single Wire FLRYA 0.35 B             |                |                |    210 |MM|
|S006417727|Circuit 0038 FLRYA 0.35 B             |L  |L    |7114439402|Terminal GET Male 0.64mm Unsealed       |                |                |      1 |PC|
|S006417727|Circuit 0038 FLRYA 0.35 B             |L  |R    |7196033502|Terminal Other Female othermm Unsealed  |                |                |      1 |PC|
|S006417728|Circuit 0276 FLRYA 0.35 Y/GY          |L  |L    |7114439402|Terminal GET Male 0.64mm Unsealed       |R               |                |      1 |PC|
|S006417728|Circuit 0276 FLRYA 0.35 Y/GY          |L  |     |C9706915  |LT Single Wire FLRYA 0.35 Y/GY          |                |                |    210 |MM|
|S006417728|Circuit 0276 FLRYA 0.35 Y/GY          |L  |     |7196033502|Terminal Other Female othermm Unsealed  |                |                |      1 |PC|
|S006417729|Circuit 0219 FLRYA 0.35 G/V           |L  |     |C9706966  |LT Single Wire FLRYA 0.35 G/V           |                |                |    235 |MM|
|S006417729|Circuit 0219 FLRYA 0.35 G/V           |L  |L    |7114439402|Terminal GET Male 0.64mm Unsealed       |                |                |      1 |PC|
|S006417729|Circuit 0219 FLRYA 0.35 G/V           |L  |R    |7196033502|Terminal Other Female othermm Unsealed  |                |                |      1 |PC|
|S006417730|Circuit 0038 FLRYA 0.35 B             |L  |     |C9706930  |LT Single Wire FLRYA 0.35 B             |                |                |    235 |MM|
|S006417730|Circuit 0038 FLRYA 0.35 B             |L  |L    |7114439402|Terminal GET Male 0.64mm Unsealed       |                |                |      1 |PC|
|S006417730|Circuit 0038 FLRYA 0.35 B             |L  |R    |7196033502|Terminal Other Female othermm Unsealed  |                |                |      1 |PC|
|S006417941|Circuit 0276 FLRYA 0.35 Y/GY          |L  |L    |7114439402|Terminal GET Male 0.64mm Unsealed       |R               |                |      1 |PC|
|S006417941|Circuit 0276 FLRYA 0.35 Y/GY          |L  |     |C9706915  |LT Single Wire FLRYA 0.35 Y/GY          |                |                |    235 |MM|
|S006417941|Circuit 0276 FLRYA 0.35 Y/GY          |L  |     |7196033502|Terminal Other Female othermm Unsealed  |                |                |      1 |PC|
---------------------------------------------------------------------------------------------------------------------------------------------------------------
